,00000000
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,5.1310240343773525
2015-12-04,3.7435245074010397
2015-12-05,0.7012663317163854
2015-12-06,28.685048258932294
2015-12-07,3.403483014974792
2015-12-08,5.013475466309585
2015-12-09,27.22450825317458
2015-12-10,75.64420434103333
2015-12-11,17.66670717189292
2015-12-12,6.492816992541041
2015-12-13,45.7078842473625
2015-12-14,7.3028743620421865
2015-12-15,2.2331965083091663
2015-12-16,1.0658155322766043
2015-12-17,4.882320312015518
2015-12-18,46.06742447053645
2015-12-19,18.25547264026458
2015-12-20,24.622052651186774
2015-12-21,86.80669812659893
2015-12-22,81.9903167925698
2015-12-23,11.89903372581604
2015-12-24,20.667636904550104
2015-12-25,7.540418702261252
2015-12-26,3.1917412043915623
2015-12-27,2.249831725504167
2015-12-28,3.1702923810612496
2015-12-29,1.8045245846336462
2015-12-30,3.098784343356249
2015-12-31,1.9252145297119787
2016-01-01,1.1544051820251773
2016-01-02,0.8566955977069061
2016-01-03,1.7166007122516351
2016-01-04,4.39687734998073
2016-01-05,30.4476648476552
2016-01-06,30.30024533045521
2016-01-07,11.072789462835834
2016-01-08,7.371714151851044
2016-01-09,11.6340533970575
2016-01-10,5.460165000545623
2016-01-11,4.110253497247812
2016-01-12,4.902422896435312
2016-01-13,66.01303065118334
2016-01-14,34.49956312169061
2016-01-15,21.975922309412507
2016-01-16,33.049662719227086
2016-01-17,94.76646539605208
2016-01-18,34.97863311150627
2016-01-19,48.81134403159268
2016-01-20,15.859798249443017
2016-01-21,7.728290213476144
2016-01-22,29.123402174440315
2016-01-23,54.49814454290104
2016-01-24,19.7105754516875
2016-01-25,22.64495327857188
2016-01-26,9.66450025046073
2016-01-27,5.220706390222605
2016-01-28,10.404827612062084
2016-01-29,60.093034078582605
2016-01-30,19.382771535809383
2016-01-31,8.017400184735317
2016-02-01,4.1487953025238555
2016-02-02,3.4704286234286443
2016-02-03,3.6151460270270825
2016-02-04,4.952072336413334
2016-02-05,2.816156830671041
2016-02-06,2.075423630978959
2016-02-07,1.5604435160118746
2016-02-08,1.1312037463088438
2016-02-09,0.8847562885670622
2016-02-10,0.6950833905386352
2016-02-11,0.6007813513367187
2016-02-12,0.4701500773636667
2016-02-13,0.3887510601390001
2016-02-14,0.30721645907986456
2016-02-15,0.2768493789911041
2016-02-16,0.2786980755507341
2016-02-17,3.4391143522575423
2016-02-18,37.05603765741885
2016-02-19,32.52932659601873
2016-02-20,11.373058189686233
2016-02-21,4.92798972182625
2016-02-22,2.909423626496876
2016-02-23,2.061125787766772
2016-02-24,1.4149615853069788
2016-02-25,1.075117639370885
2016-02-26,1.2569648839779477
2016-02-27,1.3926137587615628
2016-02-28,1.1686854059669474
2016-02-29,0.9454002441814894
2016-03-01,1.050185959604146
2016-03-02,4.351566847979583
2016-03-03,15.77534599650739
2016-03-04,4.974337868608335
2016-03-05,70.20435286189125
2016-03-06,71.01804367697812
2016-03-07,44.11438184185105
2016-03-08,12.906547599269786
2016-03-09,15.221747077129386
2016-03-10,71.03155428496879
2016-03-11,42.03778409178229
2016-03-12,81.9840788828479
2016-03-13,102.46002838586143
2016-03-14,50.72313975913959
2016-03-15,21.565333126548953
2016-03-16,11.956622632109692
2016-03-17,7.085600318038856
2016-03-18,5.332003705242398
2016-03-19,6.234178272891146
2016-03-20,21.28454297944521
2016-03-21,48.17326090593958
2016-03-22,30.334410539206278
2016-03-23,11.828480514556048
2016-03-24,8.749178599743228
2016-03-25,6.995582585165734
2016-03-26,6.420781705068856
2016-03-27,5.0815246935313505
2016-03-28,2.869449121694375
2016-03-29,2.006525876124687
2016-03-30,1.709023153123166
2016-03-31,1.396806698823479
2016-04-01,1.164816330828781
2016-04-02,0.9276348188299163
2016-04-03,0.7490273040030312
2016-04-04,0.89749361081375
2016-04-05,0.6941342742882607
2016-04-06,0.5617787011548646
2016-04-07,0.43290756874785413
2016-04-08,0.5893836187598019
2016-04-09,0.5897837457274792
2016-04-10,0.6505350911242711
2016-04-11,0.5789615749265831
2016-04-12,0.3283495123874793
2016-04-13,0.37243302248535426
2016-04-14,0.9544557664223537
2016-04-15,0.6856584237327396
2016-04-16,0.5899418517514997
2016-04-17,0.39053087950802073
2016-04-18,0.369021978562948
2016-04-19,0.742466672212927
2016-04-20,0.4647343296500938
2016-04-21,0.26624687259368746
2016-04-22,13.628418746361639
2016-04-23,5.186291715577188
2016-04-24,4.587943045923123
2016-04-25,2.8521347078272927
2016-04-26,1.4603791030602293
2016-04-27,2.673031754106771
2016-04-28,2.7555708552526035
2016-04-29,1.8115759939848954
2016-04-30,1.2005560914165938
2016-05-01,0.9544087949004066
2016-05-02,0.8299018096764686
2016-05-03,0.8520045266409061
2016-05-04,1.1045601583175213
2016-05-05,0.8269956427537188
2016-05-06,0.9680098127837188
2016-05-07,0.8013674374475516
2016-05-08,0.8978669542408232
2016-05-09,0.713758095034771
2016-05-10,0.48616614858606266
2016-05-11,0.47300995297543763
2016-05-12,0.47769508208524997
2016-05-13,0.45616196167719775
2016-05-14,0.3496978420189687
2016-05-15,0.3941998840078853
2016-05-16,0.36223917309485415
2016-05-17,0.44318753551676027
2016-05-18,0.5491348120485522
2016-05-19,0.4639343945670518
2016-05-20,0.2519250579845209
2016-05-21,0.2392908228554896
2016-05-22,0.4127606874084479
2016-05-23,0.6236702350872291
2016-05-24,0.717226633731073
2016-05-25,0.6104176991226146
2016-05-26,0.3793278651234062
2016-05-27,0.2223506172141875
2016-05-28,0.31466062464484373
2016-05-29,0.28709449768177087
2016-05-30,0.12704130144855622
2016-05-31,0.09332152736355621
2016-06-01,0.13676420596709482
2016-06-02,0.10481060784746249
2016-06-03,0.09267020874545417
2016-06-04,0.11701489197466981
2016-06-05,0.1088377317323979
2016-06-06,0.07491587606556667
2016-06-07,0.0603708854888729
2016-06-08,0.058691195952401055
2016-06-09,0.05455733712120103
2016-06-10,0.04052297763846042
2016-06-11,0.03629264490980313
2016-06-12,0.030023676801848937
2016-06-13,0.02096760176413146
2016-06-14,0.019170971980923955
2016-06-15,0.027373640877070737
2016-06-16,0.04439244576358647
2016-06-17,0.09661865779377292
2016-06-18,0.06612238034565938
2016-06-19,0.06137239645388436
2016-06-20,0.0389398385574875
2016-06-21,0.047615294923171875
2016-06-22,0.04442191563646145
2016-06-23,0.036163762801227295
2016-06-24,0.03316520478397094
2016-06-25,0.026964778913452402
2016-06-26,0.019295746325220617
2016-06-27,0.011396991614658021
2016-06-28,0.005084542517195314
2016-06-29,0.003231649133630093
2016-06-30,0.0007757939325487816
2016-07-01,0.00016938854234202085
2016-07-02,5.8577090496822924e-05
2016-07-03,5.723418418729166e-06
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,0.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
