USGS Basin,fire_year,fraction_catchment
11042510,2011,0.000315351
11042510,2011,0.000106006
11042510,2011,0.000205499
11042510,2012,0.000783728
11042510,2012,7.24E-06
11042510,2012,9.71E-06
11042510,2012,6.87E-05
11042510,2012,0.009804817
11042510,2012,3.13E-05
11042510,2012,4.91E-05
11042510,2012,0.012879656
11042510,2012,0.000222898
11042510,2013,5.15E-05
11042510,2013,0.000135855
11042510,2015,0.000734574
11042520,2007,0.001317822
11042520,2007,0.012464793
11042520,2004,0.001752372
11042520,2005,0.000213672
11042520,1926,4.53E-06
11042520,1926,0.002945109
11042520,1924,0.003752458
11042520,1924,0.000240732
11042520,1947,0.003474995
11042520,1950,0.000148627
11042520,2004,0.011987941
11042520,1964,0.004360413
11042520,1944,6.06E-06
11042520,1941,0.003616594
11042520,1941,0.001472612
11042520,1943,0.000407093
11042520,1925,0.000463437
11042520,1928,0.182104923
11042520,2004,0.020865765
11042520,1913,0.000366473
11042520,1919,0.000554142
11042520,1921,0.001337929
11042520,1928,0.206221153
11042520,1942,0.001741703
11042520,1980,0.00176497
11042520,1967,0.000306695
11042520,1942,0.002014817
11042520,1950,2.35E-05
11042520,1978,0.001155081
11042520,1952,0.000590318
11042520,1998,0.000429576
11042520,1978,0.000299262
11042520,1980,6.36E-06
11042520,1981,0.059358199
11042520,1956,0.003229714
11042520,1956,3.05E-05
11042520,1989,0.074667503
11042520,1994,0.025056265
11042520,1979,0.001362225
11042520,1965,0.00324893
11042520,1968,0.003623942
11042520,1981,0.005485444
11042520,2003,0.003682324
11042520,1975,0.000903313
11042520,1975,0.00010518
11042520,1996,0.000493081
11042520,1983,0.000474809
11042520,1995,0.003655599
11042520,1995,0.000501227
11042520,1977,0.000423751
11042520,1979,0.001148652
11042520,1993,0.010733757
11042520,1980,0.001918038
11042520,1996,0.004157038
11042520,1982,1.54E-06
11042520,2000,0.007894507
11042520,1984,0.034833839
11042520,1984,6.63E-05
11042520,1987,0.003672365
11042520,1995,0.025027745
11042520,1989,0.000711048
11042520,1989,0.000860552
11042520,1989,0.002642657
11042520,1994,4.11E-05
11042520,1995,2.67E-05
11042520,1996,0.000163231
11042520,1996,0.005287887
11042520,2006,0.000173001
11042520,1996,0.003213162
11042520,1997,0.029642829
11042520,2004,2.34E-05
11042520,2004,6.56E-05
11042520,2004,0.000164902
11042520,2008,0.000658513
11042520,2009,0.001943789
11042520,2010,0.000393559
11042520,2011,0.000156417
11042520,2011,0.000315145
11042520,2011,0.000105936
11042520,2011,0.000205365
11042520,2012,0.000783215
11042520,2012,7.24E-06
11042520,2012,9.70E-06
11042520,2012,6.86E-05
11042520,2012,0.009798402
11042520,2012,3.13E-05
11042520,2012,4.91E-05
11042520,2012,0.01287123
11042520,2012,0.000222752
11042520,2013,5.14E-05
11042520,2013,0.000135766
11042520,2015,0.000734093
11042631,1925,0.000948837
11042631,1938,0.006967163
11042631,2004,0.021139698
11042631,1964,0.005660662
11042631,1942,0.000201044
11042631,1992,0.13487477
11042631,2004,0.12048364
11042631,1942,0.00060768
11042631,1979,0.008814108
11042631,1942,0.024089738
11042631,1954,0.024132163
11042631,1989,0.010374124
11042631,1985,0.03574488
11042631,2000,0.439599311
11042631,1993,0.004032025
11042631,1996,0.008531671
11042700,1968,0.020312945
11042700,1945,0.05238881
11042700,1934,0.154576836
11042700,2004,0.01251726
11042700,1923,0.014832615
11042700,1945,0.258907843
11042700,1938,0.033213045
11042700,1962,0.021438567
11042700,1917,0.012936015
11042700,1979,0.016889985
11042700,1979,0.005118768
11042700,1980,0.184347376
11042700,1950,0.033256396
11042700,1988,0.015926513
11042700,1957,2.95E-07
11042700,1956,0.013315258
11042700,1959,0.018670416
11042700,1968,0.008384285
11042700,1981,0.017416823
11042700,1995,0.005853878
11042700,1999,0.002789741
11042700,1979,0.001561934
11042700,1981,0.162342271
11042700,1987,0.077611903
11042700,1995,0.004808854
11042700,1996,0.003014985
11042700,2010,0.003291071
11042700,2010,0.001970801
11042700,2012,0.015669069
11042800,1962,0.119813964
11042800,1962,0.017547943
11042800,1990,0.011867867
11042800,1959,0.003947252
11042800,1998,0.01321711
11042800,1981,0.014075587
11042800,2003,0.01479996
11042800,1981,0.00478838
11042800,1977,0.008756069
11042800,1979,0.000802699
11042800,1979,0.007374403
11042800,1979,0.027244695
11042800,1981,0.007538725
11042800,1993,0.375796528
11042800,1980,5.24E-05
11042800,1982,0.000584966
11042800,1982,0.003288481
11042800,1982,0.020245047
11042800,1987,0.014316163
11042800,1988,0.021240552
11042800,1996,0.007068802
11042800,1996,0.004508203
11042800,2010,0.001200133
11042800,2010,0.01331784
11042800,2011,0.011203389
11042800,2012,1.44E-05
11042800,2012,0.010978445
11043000,2007,3.71E-06
11043000,2007,0.000221281
11043000,2007,0.000421171
11043000,2005,0.001403799
11043000,2005,0.000739037
11043000,1968,0.002833643
11043000,1945,0.007308207
11043000,1934,0.021563373
11043000,1950,0.024802302
11043000,2004,0.00174615
11043000,1923,0.002069141
11043000,1945,0.036657751
11043000,1938,0.004633199
11043000,1969,0.024294232
11043000,1962,0.082707958
11043000,1962,0.004552282
11043000,1962,0.002990667
11043000,1917,0.001804566
11043000,1928,0.045301248
11043000,1979,0.002356142
11043000,1979,0.001210027
11043000,1979,0.000714065
11043000,1978,0.003679084
11043000,1980,0.025716345
11043000,1990,0.003078758
11043000,1950,0.004639247
11043000,1988,0.002221739
11043000,1988,0.000517724
11043000,1959,0.001088089
11043000,1957,4.11E-08
11043000,1998,0.003428778
11043000,1981,0.00118661
11043000,1996,0.002977786
11043000,1981,0.003651484
11043000,1956,0.014510765
11043000,1959,0.002604511
11043000,1968,0.001169603
11043000,2003,0.001836889
11043000,2003,0.004673976
11043000,2003,0.073055719
11043000,1981,0.002429636
11043000,1981,0.001995477
11043000,2004,0.000170117
11043000,1985,0.004771243
11043000,1996,0.007316
11043000,1995,0.000816612
11043000,1977,0.002271497
11043000,1999,0.000389167
11043000,1979,0.002607342
11043000,1979,0.005640208
11043000,1979,0.000217889
11043000,1979,0.00325571
11043000,1979,0.001913065
11043000,1979,0.00706781
11043000,1981,0.001955694
11043000,1981,0.001969791
11043000,1981,0.00121419
11043000,1981,0.042167505
11043000,1993,0.157691345
11043000,1980,0.005927137
11043000,1982,0.000151752
11043000,1982,0.000853097
11043000,1982,0.012427219
11043000,1987,0.022679193
11043000,1987,0.007760598
11043000,1988,0.012613431
11043000,1993,0.000848693
11043000,1994,0.000343795
11043000,1994,0.00011455
11043000,2001,0.001401206
11043000,1995,0.002784544
11043000,1995,0.000896735
11043000,1995,0.000670832
11043000,1996,0.002519957
11043000,1996,0.001833786
11043000,1996,0.001169517
11043000,1996,0.000973605
11043000,1997,0.000267604
11043000,2004,0.025883443
11043000,2006,0.000412649
11043000,2009,0.000660679
11043000,2010,0.000459102
11043000,2010,0.000274926
11043000,2010,0.000561708
11043000,2010,0.000311338
11043000,2010,0.003692477
11043000,2011,0.002906379
11043000,2011,6.14E-05
11043000,2012,0.000313857
11043000,2012,3.36E-05
11043000,2012,1.68E-06
11043000,2012,0.002848025
11043000,2012,0.002185825
11043000,2014,0.000550013
11043000,2014,9.44E-05
11044000,2007,0.000719292
11044000,2007,1.40E-06
11044000,2007,0.006803516
11044000,2007,8.33E-05
11044000,2007,0.000158603
11044000,2005,0.000528639
11044000,2005,0.000278305
11044000,2004,0.000956477
11044000,2005,0.000116626
11044000,1926,2.47E-06
11044000,1952,0.001267289
11044000,1925,2.20E-05
11044000,1926,0.001607495
11044000,1968,0.001067086
11044000,1945,0.002752105
11044000,1924,0.002048162
11044000,1924,0.000131396
11044000,1934,0.008120277
11044000,1938,0.000956125
11044000,1947,0.001896717
11044000,1950,0.009421107
11044000,2004,0.00065756
11044000,2004,0.00049009
11044000,2004,0.006543241
11044000,1964,0.004582851
11044000,1944,3.31E-06
11044000,1941,0.001974004
11044000,1941,0.000803779
11044000,1943,0.000222199
11044000,1942,4.66E-06
11044000,1992,0.003272173
11044000,1923,0.000779191
11044000,1925,0.000252953
11044000,1928,0.099396255
11044000,1945,0.013804477
11044000,1938,0.001744758
11044000,1969,0.009391361
11044000,2004,0.023821487
11044000,1913,0.000200028
11044000,1919,0.000302461
11044000,1962,0.03114594
11044000,1962,0.001714286
11044000,1962,0.001126217
11044000,1921,0.000730267
11044000,1917,0.000679559
11044000,1942,1.41E-05
11044000,1928,0.129871866
11044000,1979,0.00088727
11044000,1979,0.000455669
11044000,1979,0.000611799
11044000,1979,0.000268901
11044000,1942,0.000950654
11044000,1978,0.00138546
11044000,1980,0.000963354
11044000,1980,0.009684192
11044000,1967,0.0001674
11044000,1942,0.001099725
11044000,1942,0.000558482
11044000,1990,0.00115939
11044000,1950,1.28E-05
11044000,1950,0.001747035
11044000,1988,0.000836656
11044000,1988,0.000194963
11044000,1959,0.00040975
11044000,1978,0.000630465
11044000,1952,0.000322206
11044000,1957,1.55E-08
11044000,1998,0.00023447
11044000,1998,0.0012912
11044000,1978,0.000163343
11044000,1981,0.00044685
11044000,1980,3.47E-06
11044000,1996,0.001121367
11044000,1981,0.001375066
11044000,1981,0.032398809
11044000,1954,0.001432796
11044000,1956,0.001762838
11044000,1956,0.005464425
11044000,1956,1.67E-05
11044000,1989,0.04099542
11044000,1994,0.013676176
11044000,1959,0.0009808
11044000,1979,0.000743528
11044000,1965,0.001773327
11044000,1968,0.000440446
11044000,1968,0.002621354
11044000,2003,0.000691731
11044000,2003,0.001760113
11044000,2003,0.027511126
11044000,1981,0.002994057
11044000,1981,0.000914946
11044000,1981,0.00130633
11044000,1981,0.000751451
11044000,2004,6.41E-05
11044000,1985,0.000828688
11044000,1985,0.001796742
11044000,2003,0.002009881
11044000,1975,0.000493045
11044000,1975,5.74E-05
11044000,1996,0.00275504
11044000,1996,0.000269133
11044000,1983,0.00025916
11044000,1995,0.000307518
11044000,1995,0.001995294
11044000,1995,0.000273579
11044000,1977,0.000231291
11044000,1977,0.000855394
11044000,1999,0.000146552
11044000,1979,0.000626955
11044000,1979,0.000981866
11044000,1979,0.002123974
11044000,1979,8.21E-05
11044000,1979,0.001226027
11044000,1979,0.000720417
11044000,1979,0.002661577
11044000,1980,0.000292309
11044000,1981,0.00073647
11044000,1981,0.000741779
11044000,1981,0.005838501
11044000,1981,0.015879325
11044000,1993,0.005858684
11044000,1993,0.001052362
11044000,1993,0.059382982
11044000,1980,0.001046901
11044000,1980,0.001926742
11044000,1980,0.002232025
11044000,1996,0.002268989
11044000,1982,8.38E-07
11044000,1982,5.71E-05
11044000,1982,0.000321257
11044000,1982,0.004679809
11044000,2000,0.014770488
11044000,1984,0.019012957
11044000,1984,3.62E-05
11044000,1987,0.008540469
11044000,1987,0.002922465
11044000,1987,0.002004445
11044000,1988,0.004749932
11044000,1995,0.013660609
11044000,1989,0.000388103
11044000,1989,0.000469705
11044000,1989,0.001442411
11044000,1993,0.000319598
11044000,1993,0.00018829
11044000,1994,0.000129466
11044000,1994,2.24E-05
11044000,1994,4.31E-05
11044000,2001,0.000527662
11044000,1995,0.001063187
11044000,1995,0.00033769
11044000,1995,0.00025262
11044000,1996,0.000948959
11044000,1996,8.91E-05
11044000,1996,0.002886227
11044000,1996,0.000690562
11044000,2006,9.44E-05
11044000,1996,0.000440413
11044000,1996,0.005089844
11044000,1996,0.000366637
11044000,1996,0.001753804
11044000,1997,0.018909898
11044000,2004,1.28E-05
11044000,2004,3.58E-05
11044000,2004,0.009837124
11044000,2006,0.000155394
11044000,2008,0.000359429
11044000,2009,0.000248797
11044000,2009,0.001060956
11044000,2010,0.000172888
11044000,2010,0.000214812
11044000,2010,0.000103531
11044000,2010,0.000211526
11044000,2010,0.000117243
11044000,2010,0.001390503
11044000,2011,8.54E-05
11044000,2011,0.000172012
11044000,2011,5.78E-05
11044000,2011,0.001094477
11044000,2011,0.0001352
11044000,2012,0.000427493
11044000,2012,3.95E-06
11044000,2012,5.30E-06
11044000,2012,3.75E-05
11044000,2012,0.00534815
11044000,2012,1.71E-05
11044000,2012,2.68E-05
11044000,2012,0.007025357
11044000,2012,0.000118191
11044000,2012,0.000121582
11044000,2012,1.27E-05
11044000,2012,6.32E-07
11044000,2012,0.001072501
11044000,2012,0.000823132
11044000,2013,2.81E-05
11044000,2013,7.41E-05
11044000,2014,0.000207122
11044000,2014,3.56E-05
11044000,2015,0.000400682
11044000,2016,2.70E-05
11044000,2016,9.07E-05
11044250,2007,0.205275213
11044250,1937,0.021140751
11044250,1938,0.045400093
11044250,1992,0.223146647
11044250,1969,0.076165949
11044250,1913,0.011573439
11044250,1942,0.036503877
11044250,1979,0.013796301
11044250,1942,0.004259995
11044250,1969,0.206687715
11044250,1993,1.60E-05
11044250,2016,0.016126368
11044300,2007,0.000681625
11044300,2007,0.001026632
11044300,2007,0.006548913
11044300,2007,0.006447241
11044300,2007,7.90E-05
11044300,2007,0.000150298
11044300,2005,0.000500956
11044300,2005,0.000263731
11044300,2004,0.00090639
11044300,2005,0.000110519
11044300,1926,2.35E-06
11044300,1952,0.001200926
11044300,1925,2.08E-05
11044300,1955,0.003039012
11044300,1926,0.001523317
11044300,1968,0.001011206
11044300,1945,0.002607987
11044300,1924,0.001940907
11044300,1924,0.000124515
11044300,1934,0.007695048
11044300,1937,0.000350189
11044300,1938,0.001658092
11044300,1947,0.001797393
11044300,1950,0.008927759
11044300,2004,0.000623126
11044300,2004,0.000464426
11044300,2004,0.006200596
11044300,1964,0.004342864
11044300,1944,3.13E-06
11044300,1941,0.001870633
11044300,1941,0.000761688
11044300,1943,0.000210563
11044300,1942,4.42E-06
11044300,1992,0.006797166
11044300,1923,0.000738388
11044300,1925,0.000239706
11044300,1928,0.09419124
11044300,1945,0.016204756
11044300,1911,0.000175656
11044300,1938,0.001653391
11044300,1969,0.035513366
11044300,2004,0.022574044
11044300,1913,0.000189553
11044300,1913,0.00019171
11044300,1919,0.000286622
11044300,1962,0.029514942
11044300,1962,0.001624515
11044300,1962,0.001067241
11044300,1921,0.000692025
11044300,1917,0.000643973
11044300,1942,0.000618024
11044300,1979,0.000228531
11044300,1928,0.123070955
11044300,1979,0.000840807
11044300,1979,0.000431807
11044300,1979,0.000579761
11044300,1979,0.000254819
11044300,1942,0.000900871
11044300,1978,0.001312908
11044300,1980,0.000912906
11044300,1980,0.009177066
11044300,1967,0.000158634
11044300,1942,0.001042136
11044300,1942,0.000599802
11044300,1990,0.001098677
11044300,1950,1.21E-05
11044300,1950,0.001655549
11044300,1988,0.000628366
11044300,1988,0.000792844
11044300,1988,0.000184754
11044300,1959,0.000388293
11044300,1978,0.000597449
11044300,1952,0.000305334
11044300,1957,1.47E-08
11044300,1998,0.000222192
11044300,1998,0.001223585
11044300,1978,0.000154789
11044300,1981,0.000423451
11044300,1980,3.29E-06
11044300,1996,0.001062645
11044300,1981,0.001303059
11044300,1981,0.030702203
11044300,1954,0.001357766
11044300,1956,0.001670524
11044300,1956,0.005178273
11044300,1956,1.58E-05
11044300,1989,0.038848641
11044300,1994,0.012960005
11044300,1959,0.000929439
11044300,1969,0.005632871
11044300,1979,0.000704592
11044300,1965,0.001680464
11044300,1968,0.000417381
11044300,1968,0.002484083
11044300,2003,0.000655507
11044300,2003,0.001667943
11044300,2003,0.02607047
11044300,1981,0.00283727
11044300,1981,0.000867033
11044300,1981,0.001237922
11044300,1981,0.0007121
11044300,2004,6.07E-05
11044300,1985,0.000785293
11044300,1985,0.001702653
11044300,2003,0.001904631
11044300,1975,0.000467226
11044300,1975,5.44E-05
11044300,1996,0.002610768
11044300,1996,0.000255039
11044300,1983,0.000245588
11044300,1995,0.000291414
11044300,1995,0.001890808
11044300,1995,0.000259253
11044300,1977,0.000219179
11044300,1977,0.0008106
11044300,1999,0.000138877
11044300,1979,0.000594124
11044300,1979,0.000930449
11044300,1979,0.00201275
11044300,1979,7.78E-05
11044300,1979,0.001161824
11044300,1979,0.000682691
11044300,1979,0.0025222
11044300,1980,0.000277002
11044300,1981,0.000697904
11044300,1981,0.000702934
11044300,1981,0.00553276
11044300,1981,0.015047784
11044300,1993,0.005551886
11044300,1993,0.000997253
11044300,1993,0.056273314
11044300,1980,0.000992079
11044300,1980,0.001825845
11044300,1980,0.002115142
11044300,1996,0.00215017
11044300,1982,7.94E-07
11044300,1982,5.42E-05
11044300,1982,0.000304434
11044300,1982,0.004434744
11044300,2000,0.013997012
11044300,1984,0.018017319
11044300,1984,3.43E-05
11044300,1987,0.008093236
11044300,1987,0.002769426
11044300,1987,0.00189948
11044300,1988,0.004501195
11044300,1995,0.012945253
11044300,1989,0.00036778
11044300,1989,0.000445108
11044300,1989,0.001366877
11044300,1993,0.000302862
11044300,1993,0.000178695
11044300,1994,0.000122686
11044300,1994,2.12E-05
11044300,1994,4.09E-05
11044300,2001,0.000500031
11044300,2002,0.001830511
11044300,1995,0.001007512
11044300,1995,0.000320006
11044300,1995,0.000239391
11044300,1996,0.000899265
11044300,1996,8.44E-05
11044300,1996,0.002735086
11044300,1996,0.0006544
11044300,2006,8.95E-05
11044300,1996,0.000417351
11044300,1996,0.004823308
11044300,1996,0.000347438
11044300,1996,0.001661963
11044300,1997,0.017919656
11044300,2004,1.21E-05
11044300,2004,3.39E-05
11044300,2004,0.00932199
11044300,2006,0.000147257
11044300,2008,0.000340607
11044300,2009,0.000235768
11044300,2009,0.001005398
11044300,2010,0.000163834
11044300,2010,0.000203563
11044300,2010,9.81E-05
11044300,2010,0.00020045
11044300,2010,0.000111103
11044300,2010,0.001317688
11044300,2011,8.09E-05
11044300,2011,0.000163004
11044300,2011,5.48E-05
11044300,2011,0.001037163
11044300,2011,0.00012812
11044300,2012,0.000405107
11044300,2012,3.74E-06
11044300,2012,5.02E-06
11044300,2012,3.55E-05
11044300,2012,0.005068087
11044300,2012,1.62E-05
11044300,2012,2.54E-05
11044300,2012,0.006657465
11044300,2012,0.000112002
11044300,2012,0.000115215
11044300,2012,1.20E-05
11044300,2012,5.99E-07
11044300,2012,0.001016339
11044300,2012,0.000780028
11044300,2013,2.66E-05
11044300,2013,7.02E-05
11044300,2014,0.000196276
11044300,2014,3.37E-05
11044300,2015,0.000379699
11044300,2016,2.56E-05
11044300,2016,0.000353053
11044350,2007,0.000193895
11044350,1955,0.018408737
11044350,1968,0.071478751
11044350,1953,0.130205322
11044350,1945,0.830368854
11044350,1911,0.038780733
11044350,1969,0.404418199
11044350,1950,0.000182844
11044350,1999,0.001772775
11044350,1981,0.12033299
11044350,1993,0.007148537
11044350,1996,0.006889331
11044500,2007,0.000656567
11044500,2007,0.000995218
11044500,2007,0.006308158
11044500,2007,0.006210224
11044500,2007,7.61E-05
11044500,2007,0.000144773
11044500,2005,0.00048254
11044500,2005,0.000254035
11044500,2004,0.000873069
11044500,2005,0.000106456
11044500,1926,2.26E-06
11044500,1952,0.001156777
11044500,1925,2.01E-05
11044500,1955,0.004290536
11044500,1926,0.001467316
11044500,1968,0.002668862
11044500,1968,0.000974032
11044500,1945,0.002512111
11044500,1924,0.001869554
11044500,1924,0.000119938
11044500,1934,0.007412158
11044500,1937,0.000337315
11044500,1938,0.001597137
11044500,1947,0.001731316
11044500,1950,0.008599552
11044500,2004,0.000600219
11044500,2004,0.000447353
11044500,2004,0.005972646
11044500,1964,0.004183209
11044500,1944,3.02E-06
11044500,1953,0.00424865
11044500,1941,0.001801864
11044500,1941,0.000733687
11044500,1943,0.000202822
11044500,1942,4.25E-06
11044500,1992,0.006547285
11044500,1923,0.000711243
11044500,1925,0.000230894
11044500,1928,0.090728531
11044500,1945,0.044613952
11044500,1911,0.004453014
11044500,1938,0.001592608
11044500,1969,0.047404127
11044500,2004,0.021744165
11044500,1913,0.000182585
11044500,1913,0.000184662
11044500,1919,0.000276085
11044500,1962,0.028429898
11044500,1962,0.001564794
11044500,1962,0.001028007
11044500,1921,0.000666585
11044500,1917,0.000620299
11044500,1942,0.000595304
11044500,1979,0.000220129
11044500,1928,0.118546555
11044500,1979,0.000809897
11044500,1979,0.000415933
11044500,1979,0.000558448
11044500,1979,0.000245452
11044500,1983,5.91E-05
11044500,1942,0.000867753
11044500,1978,0.001264642
11044500,1980,0.000879346
11044500,1980,0.008839694
11044500,1967,0.000152802
11044500,1942,0.001003825
11044500,1942,0.000577752
11044500,1990,0.001058287
11044500,1950,1.17E-05
11044500,1950,0.001594687
11044500,1988,0.000605266
11044500,1988,0.000763697
11044500,1988,0.000177961
11044500,1950,5.97E-06
11044500,1959,0.000374018
11044500,1978,0.000575486
11044500,1952,0.000294109
11044500,1957,1.41E-08
11044500,1998,0.000214024
11044500,1998,0.001178603
11044500,1978,0.000149099
11044500,1981,0.000407883
11044500,1980,3.17E-06
11044500,1996,0.001023579
11044500,1981,0.001255155
11044500,1981,0.029573512
11044500,1954,0.001307851
11044500,1956,0.001609112
11044500,1956,0.004987907
11044500,1956,1.52E-05
11044500,1989,0.037420467
11044500,1994,0.012483562
11044500,1959,0.00089527
11044500,1969,0.005425793
11044500,1979,0.000678689
11044500,1965,0.001618686
11044500,1968,0.000402037
11044500,1968,0.002392762
11044500,2003,0.000631409
11044500,2003,0.001606625
11044500,2003,0.025112053
11044500,1981,0.002732964
11044500,1981,0.000835159
11044500,1981,0.001192413
11044500,1981,0.000685922
11044500,2004,5.85E-05
11044500,1985,0.000756423
11044500,1985,0.001640059
11044500,2003,0.001834612
11044500,1975,0.00045005
11044500,1975,5.24E-05
11044500,1996,0.00251479
11044500,1996,0.000245663
11044500,1983,0.00023656
11044500,1995,0.000280701
11044500,1995,0.001821297
11044500,1995,0.000249722
11044500,1977,0.000211122
11044500,1977,0.000780801
11044500,1999,5.78E-05
11044500,1999,0.000133772
11044500,1979,0.000572283
11044500,1979,0.000896243
11044500,1979,0.001938756
11044500,1979,7.49E-05
11044500,1979,0.001119112
11044500,1979,0.000657594
11044500,1979,0.002429477
11044500,1980,0.000266818
11044500,1981,0.000672247
11044500,1981,0.000677093
11044500,1981,0.005329362
11044500,1981,0.018421101
11044500,1993,0.005347785
11044500,1993,0.000960592
11044500,1993,0.054204565
11044500,1980,0.000955607
11044500,1980,0.001758723
11044500,1980,0.002037384
11044500,1996,0.002071124
11044500,1982,7.65E-07
11044500,1982,5.22E-05
11044500,1982,0.000293242
11044500,1982,0.004271712
11044500,2000,0.013482446
11044500,1984,0.017354957
11044500,1984,3.30E-05
11044500,1987,0.007795709
11044500,1987,0.002667615
11044500,1987,0.00182965
11044500,1988,0.00433572
11044500,1995,0.012469353
11044500,1989,0.000354259
11044500,1989,0.000428745
11044500,1989,0.001316628
11044500,1993,0.000524988
11044500,1993,0.000172126
11044500,1994,0.000118176
11044500,1994,2.05E-05
11044500,1994,3.94E-05
11044500,2001,0.000481648
11044500,2002,0.004391994
11044500,1995,0.000970473
11044500,1995,0.000308242
11044500,1995,0.000230591
11044500,1996,0.000866206
11044500,1996,8.13E-05
11044500,1996,0.002634538
11044500,1996,0.000630343
11044500,2006,8.62E-05
11044500,1996,0.000402008
11044500,1996,0.004645991
11044500,1996,0.000334665
11044500,1996,0.001600865
11044500,1996,0.000224802
11044500,1997,0.017260884
11044500,2004,1.17E-05
11044500,2004,3.27E-05
11044500,2004,0.00897929
11044500,2006,0.000141843
11044500,2008,0.000328085
11044500,2009,0.000227101
11044500,2009,0.000968437
11044500,2010,0.000157811
11044500,2010,0.000196079
11044500,2010,9.45E-05
11044500,2010,0.000193081
11044500,2010,0.000107019
11044500,2010,0.001269246
11044500,2011,7.79E-05
11044500,2011,0.000157012
11044500,2011,5.28E-05
11044500,2011,0.000999034
11044500,2011,0.00012341
11044500,2012,0.000390214
11044500,2012,3.60E-06
11044500,2012,4.83E-06
11044500,2012,3.42E-05
11044500,2012,0.004881771
11044500,2012,1.56E-05
11044500,2012,2.45E-05
11044500,2012,0.006412719
11044500,2012,0.000107885
11044500,2012,0.00011098
11044500,2012,1.16E-05
11044500,2012,5.77E-07
11044500,2012,0.000978975
11044500,2012,0.000751352
11044500,2013,2.56E-05
11044500,2013,6.76E-05
11044500,2014,0.000189061
11044500,2014,3.25E-05
11044500,2015,0.000365741
11044500,2016,2.46E-05
11044500,2016,0.000340074
11044600,1945,1
11044600,1911,0.879918454
11044600,1950,0.67395688
11044600,1983,0.000278548
11044800,2007,0.017719407
11044800,1952,0.000309676
11044800,1926,0.132737493
11044800,1934,0.029382611
11044800,1917,0.009722005
11044800,1923,0.170161658
11044800,1923,0.023496971
11044800,1945,0.642860401
11044800,1938,0.007019019
11044800,1938,0.172528399
11044800,1949,0.477673384
11044800,1949,0.314142502
11044800,1917,0.143803721
11044800,1917,0.100137191
11044800,1917,0.091791268
11044800,1917,0.011210751
11044800,1917,0.011933091
11044800,1985,0.00525276
11044800,1975,0.377585206
11044800,1980,0.067878847
11044800,1943,0.002108085
11044800,1964,0.006060643
11044800,1968,0.001135415
11044800,1952,0.004414403
11044800,1975,0.309538042
11044800,1958,0.005128081
11044800,1959,0.015659204
11044800,1969,0.058860911
11044800,1985,0.001980849
11044800,1997,0.055088765
11044800,1979,0.020234009
11044800,1981,0.075653324
11044800,1995,0.00535146
11044800,2003,0.027151409
11044800,2006,0.000524435
11044800,2009,0.003202107
11044800,2015,0.00265402
11044900,2007,0.012341717
11044900,1952,0.000215692
11044900,1926,0.11184502
11044900,1968,0.007102851
11044900,1934,0.034437872
11044900,1917,0.006771459
11044900,1992,0.000119638
11044900,1923,0.118519036
11044900,1923,0.01636584
11044900,1945,0.501942022
11044900,1911,0.006392384
11044900,1938,0.004888806
11044900,1938,0.120167491
11044900,1949,0.413943383
11044900,1949,0.339957306
11044900,1949,0.030147108
11044900,1917,0.104052021
11044900,1917,0.139053206
11044900,1917,0.130485988
11044900,1917,0.007808383
11044900,1917,0.008311499
11044900,1985,0.17936283
11044900,1949,0.026303054
11044900,1975,0.264425446
11044900,1980,0.047278192
11044900,1943,0.001468299
11044900,1982,0.002996405
11044900,1950,0.000483677
11044900,1964,0.004221289
11044900,1968,0.001999846
11044900,1968,0.000790826
11044900,1952,0.003074669
11044900,1975,0.21703002
11044900,1988,0.002500522
11044900,1972,0.003617435
11044900,1958,0.003571752
11044900,1959,0.012478154
11044900,1969,0.184420734
11044900,1967,0.001065401
11044900,1967,0.009507086
11044900,1967,0.009437741
11044900,1975,0.002043974
11044900,1985,0.000193016
11044900,1985,0.001379678
11044900,1997,0.038369792
11044900,1979,0.014093159
11044900,1981,0.052693181
11044900,2016,0.013490469
11044900,1985,0.0015432
11044900,1995,0.003727337
11044900,2002,0.001333774
11044900,2003,0.129459076
11044900,2006,0.000365273
11044900,2009,0.002230295
11044900,2013,0.00456688
11044900,2015,0.001848548
11045000,2007,0.000600234
11045000,2007,0.000909828
11045000,2007,0.005766922
11045000,2007,0.00567739
11045000,2007,0.00083141
11045000,2007,6.95E-05
11045000,2007,0.000132351
11045000,2005,0.000441138
11045000,2005,0.000232239
11045000,2004,0.00079816
11045000,2005,9.73E-05
11045000,1926,2.07E-06
11045000,1952,1.45E-05
11045000,1952,0.001057526
11045000,1925,1.84E-05
11045000,1955,0.00392241
11045000,1926,0.001341421
11045000,1926,0.007534528
11045000,1968,0.00279706
11045000,1968,0.000478489
11045000,1968,0.00089046
11045000,1945,0.002296573
11045000,1924,0.001709147
11045000,1924,0.000109647
11045000,1934,0.002319935
11045000,1934,0.006776199
11045000,1937,0.000308374
11045000,1938,0.001460103
11045000,1947,0.00158277
11045000,1950,0.007861715
11045000,2004,0.00054872
11045000,2004,0.00040897
11045000,2004,0.005460196
11045000,1964,0.003824292
11045000,1944,2.76E-06
11045000,1953,0.003884118
11045000,1917,0.000456165
11045000,1941,0.001647265
11045000,1941,0.000670737
11045000,1943,0.00018542
11045000,1942,3.89E-06
11045000,1992,0.005985531
11045000,1992,8.06E-06
11045000,1923,0.008634348
11045000,1925,0.000211084
