STAID,DEVNLCD01,FORESTNLCD01,PLANTNLCD01,WATERNLCD01,SNOWICENLCD01,DEVOPENNLCD01,DEVLOWNLCD01,DEVMEDNLCD01,DEVHINLCD01,BARRENNLCD01,DECIDNLCD01,EVERGRNLCD01,MIXEDFORNLCD01,DWARFNLCD01,SHRUBNLCD01,GRASSNLCD01,SEDGENLCD01,MOSSNLCD01,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06
50093120,0.67,80.97,0.00,1.47,0.00,0.13,0.39,0.14,0.01,0.08,0.00,80.97,0.00,0.00,0.73,16.08,0.00,0.00,0.00,0.00,0.00,0.00
50100200,5.78,66.61,0.00,0.00,0.00,1.17,3.88,0.71,0.02,0.02,0.00,66.61,0.00,0.00,7.92,19.67,0.00,0.00,0.00,0.00,0.00,0.00
50100450,1.89,74.52,0.00,0.00,0.00,0.40,1.39,0.10,0.00,0.11,0.00,74.52,0.00,0.00,3.32,20.16,0.00,0.00,0.00,0.00,0.00,0.00
50106100,4.44,44.80,0.00,0.03,0.00,0.74,2.61,1.08,0.01,0.03,0.00,44.80,0.00,0.00,9.88,40.83,0.00,0.00,0.00,0.00,0.00,0.00
50108000,3.66,31.43,0.01,0.02,0.00,0.34,2.71,0.62,0.00,0.11,0.00,31.43,0.00,0.00,16.15,48.62,0.00,0.00,0.01,0.00,0.00,0.00
50110900,2.16,48.89,0.00,0.01,0.00,0.49,1.45,0.22,0.00,0.08,0.00,48.89,0.00,0.00,7.33,41.53,0.00,0.00,0.00,0.00,0.00,0.00
50111500,7.48,46.13,0.00,2.12,0.00,1.68,3.47,2.29,0.04,0.41,0.00,46.13,0.00,0.00,8.39,35.43,0.00,0.00,0.00,0.00,0.02,0.02
50112500,1.38,82.82,0.00,0.00,0.00,0.18,1.12,0.09,0.00,0.22,0.00,82.82,0.00,0.00,0.98,14.60,0.00,0.00,0.00,0.00,0.00,0.00
50113800,0.86,80.11,0.00,0.00,0.00,0.05,0.79,0.01,0.00,0.04,0.00,80.11,0.00,0.00,1.66,17.34,0.00,0.00,0.00,0.00,0.00,0.00
50114000,0.96,78.48,0.00,2.75,0.00,0.26,0.67,0.02,0.01,0.35,0.00,78.48,0.00,0.00,1.52,15.95,0.00,0.00,0.00,0.00,0.00,0.00
50114900,4.32,72.29,0.00,0.00,0.00,0.31,1.61,2.03,0.36,2.59,0.00,72.29,0.00,0.00,1.45,19.34,0.00,0.00,0.00,0.00,0.00,0.00
50115000,5.43,72.21,0.00,0.00,0.00,0.67,2.28,2.19,0.30,2.43,0.00,72.21,0.00,0.00,1.79,18.14,0.00,0.00,0.00,0.00,0.00,0.00
50115900,10.55,68.20,0.00,0.20,0.00,1.34,4.93,4.11,0.17,1.17,0.00,68.20,0.00,0.00,3.48,16.40,0.00,0.00,0.00,0.00,0.00,0.00
50124200,2.38,63.96,0.00,0.05,0.00,0.81,1.52,0.06,0.00,0.07,0.00,63.96,0.00,0.00,3.81,29.72,0.00,0.00,0.00,0.00,0.00,0.00
50126150,1.82,64.02,0.04,0.90,0.00,0.96,0.79,0.07,0.00,0.00,0.00,64.02,0.00,0.00,4.46,28.76,0.00,0.00,0.00,0.04,0.00,0.00
50131990,13.91,63.23,2.07,0.04,0.00,4.55,5.87,3.36,0.13,0.44,0.00,63.23,0.00,0.00,3.75,16.56,0.00,0.00,1.93,0.14,0.00,0.00
50136400,1.89,86.81,0.00,0.00,0.00,0.55,0.83,0.49,0.02,0.01,0.00,86.81,0.00,0.00,1.39,9.90,0.00,0.00,0.00,0.00,0.00,0.00
50138000,12.83,58.77,3.94,0.11,0.00,4.23,5.51,2.86,0.23,0.21,0.00,58.77,0.00,0.00,2.45,20.72,0.00,0.00,0.73,3.21,0.02,0.96
50141000,2.84,75.48,0.00,0.00,0.00,0.34,2.27,0.21,0.02,0.01,0.00,75.48,0.00,0.00,2.04,19.62,0.00,0.00,0.00,0.00,0.00,0.00
50144000,2.02,77.76,0.48,0.48,0.00,0.45,1.42,0.14,0.01,0.03,0.00,77.76,0.00,0.00,2.01,17.22,0.00,0.00,0.15,0.34,0.00,0.00
50145395,2.12,85.70,0.00,0.00,0.00,0.32,1.77,0.03,0.00,0.00,0.00,85.70,0.00,0.00,1.14,11.04,0.00,0.00,0.00,0.00,0.00,0.00
50147800,12.98,36.85,2.71,0.02,0.00,3.84,7.76,1.33,0.05,0.00,0.00,36.85,0.00,0.00,2.28,45.16,0.00,0.00,2.51,0.20,0.00,0.00
50148890,14.72,37.97,2.79,0.03,0.00,4.35,8.84,1.48,0.05,0.01,0.00,37.97,0.00,0.00,2.00,42.48,0.00,0.00,1.87,0.92,0.00,0.00
